2025-05-04 09:17:27.507 [info] (Client) Pylance async client (2025.4.1) started with python extension (2025.4.0)
2025-05-04 09:17:30.885 [info] [Info  - 9:17:30 AM] (11283) Server root directory: file:///root/.vscode/extensions/ms-python.vscode-pylance-2025.4.1/dist
2025-05-04 09:17:30.889 [info] [Info  - 9:17:30 AM] (11283) Pylance language server 2025.4.1 (pyright version 1.1.398, commit 4f24eccc) starting
2025-05-04 09:17:30.889 [info] [Info  - 9:17:30 AM] (11283) Starting service instance "cron" for workspace "/etc/ansible/hosts/cron"
2025-05-04 09:17:31.482 [info] [Info  - 9:17:31 AM] (11283) Setting environmentName for service "cron": "3.10.12 (global)"
2025-05-04 09:17:31.483 [info] [Info  - 9:17:31 AM] (11283) Setting pythonPath for service "cron": "/bin/python3"
2025-05-04 09:17:31.485 [info] [Info  - 9:17:31 AM] (11283) No include entries specified; assuming /etc/ansible/hosts/cron
2025-05-04 09:17:31.490 [info] [Info  - 9:17:31 AM] (11283) Auto-excluding **/node_modules
2025-05-04 09:17:31.491 [info] [Info  - 9:17:31 AM] (11283) Auto-excluding **/__pycache__
2025-05-04 09:17:31.493 [info] [Info  - 9:17:31 AM] (11283) Auto-excluding **/.*
2025-05-04 09:17:31.606 [info] [Info  - 9:17:31 AM] (11283) Assuming Python version 3.10.12.final.0
2025-05-04 09:17:32.710 [info] [Info  - 9:17:32 AM] (11283) Found 1 source file
2025-05-04 09:17:33.271 [info] [Info  - 9:17:33 AM] (11283) Setting environmentName for service "cron": "3.10.12 (global)"
2025-05-04 09:17:33.271 [info] [Info  - 9:17:33 AM] (11283) Setting pythonPath for service "cron": "/bin/python3"
2025-05-04 09:17:33.272 [info] [Info  - 9:17:33 AM] (11283) No include entries specified; assuming /etc/ansible/hosts/cron
2025-05-04 09:17:33.272 [info] [Info  - 9:17:33 AM] (11283) Auto-excluding **/node_modules
2025-05-04 09:17:33.273 [info] [Info  - 9:17:33 AM] (11283) Auto-excluding **/__pycache__
2025-05-04 09:17:33.273 [info] [Info  - 9:17:33 AM] (11283) Auto-excluding **/.*
2025-05-04 09:17:33.544 [info] [Info  - 9:17:33 AM] (11283) Assuming Python version 3.10.12.final.0
2025-05-04 09:17:34.497 [info] [Info  - 9:17:34 AM] (11283) Found 1 source file
2025-05-04 09:17:41.361 [info] [Info  - 9:17:41 AM] (11283) BG: Priority queue background worker(2) root directory: file:///root/.vscode/extensions/ms-python.vscode-pylance-2025.4.1/dist
2025-05-04 09:17:41.373 [info] [Info  - 9:17:41 AM] (11283) BG: Priority queue background worker(2) started
2025-05-04 09:17:43.576 [info] [Info  - 9:17:43 AM] (11283) BG: Indexer background runner(3) root directory: file:///root/.vscode/extensions/ms-python.vscode-pylance-2025.4.1/dist (index)
2025-05-04 09:17:43.579 [info] [Info  - 9:17:43 AM] (11283) BG: Indexing(3) started
2025-05-04 09:17:45.990 [info] [Info  - 9:17:45 AM] (11283) BG: [BG(1)] Long operation: SemanticTokens range 0:0 - 0:2 at file:///etc/ansible/hosts/cron/run_playbook.py (2639ms)
2025-05-04 09:17:51.694 [info] [Info  - 9:17:51 AM] (11283) BG: [IDX(3)] Long operation: scan packages file:///etc/ansible/hosts/cron (6757ms)
2025-05-04 09:17:51.695 [info] [Info  - 9:17:51 AM] (11283) BG: scanned(3) 117 files over 1 exec env
2025-05-04 09:17:59.272 [info] [Info  - 9:17:59 AM] (11283) BG: [IDX(3)] Long operation: index execution environment file:///etc/ansible/hosts/cron (6318ms)
2025-05-04 09:17:59.369 [info] [Info  - 9:17:59 AM] (11283) BG: [IDX(3)] Long operation: index packages file:///etc/ansible/hosts/cron (6555ms)
